school_year,busbreakdown_id,run_type,bus_no,route_number,reason,schools_serviced,occurred_on,created_on,boro,bus_company_name,how_long_delayed,number_of_students_on_the_bus,has_contractor_notified_schools,has_contractor_notified_parents,have_you_alerted_opt,informed_on,incident_number,last_updated_on,breakdown_or_running_late,school_age_or_prek
2021-2022,1668030,Special Ed AM Run,41009,K155,Heavy Traffic,"17034,17531",2021-10-06 06:45:00,2021-10-06 06:47:00,Brooklyn,EMPIRE CHARTER SERVICE INC,16-30 Min,4,No,No,No,2021-10-06 06:47:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1668157,Special Ed AM Run,21023,P876,Heavy Traffic,"26046,26074",2021-10-06 07:26:00,2021-10-06 07:28:00,Bronx,PRIDE TRANSPORTATION (SCH AGE),31-45 Min,0,Yes,Yes,Yes,2021-10-06 07:28:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1668284,Pre-K/EI,340,5,Heavy Traffic,C601,2021-10-06 08:07:00,2021-10-06 08:08:00,Bronx,"G.V.C., LTD.",16-30 Min,8,No,No,No,2021-10-06 08:08:00,,1900-01-01 00:00:00,Running Late,Pre-K
2021-2022,1668411,General Ed PM Run,311,X2140,Mechanical Problem,"11454,11529,11532",2021-10-06 15:04:00,2021-10-06 15:06:00,Bronx,PIONEER TRANSPORTATION CORP,31-45 Min,1,No,No,No,2021-10-06 15:06:00,,2021-10-06 15:14:49,Running Late,School-Age
2021-2022,1668538,Special Ed AM Run,1805,K786,Heavy Traffic,"13282,13414,13560",2021-10-07 07:04:00,2021-10-07 07:07:00,Brooklyn,EMPIRE CHARTER SERVICE INC,16-30 Min,4,No,No,No,2021-10-07 07:07:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1668665,General Ed AM Run,291005,M1027,Heavy Traffic,02776,2021-10-07 07:45:00,2021-10-07 07:48:00,Manhattan,SNT BUS INC,0-15 Min,0,Yes,No,No,2021-10-07 07:48:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1668791,Special Ed PM Run,1629,N574,Heavy Traffic,06192,2021-10-07 13:52:00,2021-10-07 13:53:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2021-10-07 13:53:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1668917,Special Ed AM Run,1469,N465,Heavy Traffic,"03480,03687,03931",2021-10-08 06:14:00,2021-10-08 06:17:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-10-08 06:17:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1669044,Special Ed AM Run,2264,N421,Heavy Traffic,02968,2021-10-08 07:14:00,2021-10-08 07:14:00,Nassau County,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,No,No,No,2021-10-08 07:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1669170,Special Ed AM Run,623,Q946,Heavy Traffic,"26186,26464,26470",2021-10-08 07:45:00,2021-10-08 07:50:00,Queens,HOYT TRANSPORTATION CORP.,31-45 Min,10,Yes,Yes,No,2021-10-08 07:50:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1669298,Special Ed PM Run,2643,N061,Heavy Traffic,"03004,03005",2021-10-08 14:09:00,2021-10-08 14:13:00,Nassau County,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2021-10-08 14:13:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1669425,Special Ed AM Run,13990,K051,Won`t Start,"13433,13461",2021-10-12 06:30:00,2021-10-12 06:44:00,Brooklyn,PRIDE TRANSPORTATION (SCH AGE),,0,Yes,Yes,No,2021-10-12 06:44:00,,2021-10-12 08:53:59,Breakdown,School-Age
2021-2022,1669552,Special Ed AM Run,5596,Q131,Heavy Traffic,"28522,28719",2021-10-12 07:14:00,2021-10-12 07:14:00,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,4,Yes,Yes,Yes,2021-10-12 07:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1669679,Special Ed AM Run,1413,N312,Heavy Traffic,"04112,04206,04877",2021-10-12 07:57:00,2021-10-12 07:58:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-10-12 07:58:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1669806,General Ed AM Run,395,R9002,Problem Run,"31047,31729",2021-10-12 14:44:00,2021-10-12 14:45:00,Staten Island,PIONEER TRANSPORTATION CORP,46-60 Min,0,Yes,No,No,2021-10-12 14:45:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1669933,Special Ed AM Run,54D,X495,Won`t Start,"07449,07794",2021-10-13 06:20:00,2021-10-13 06:45:00,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,2021-10-13 06:45:00,,1900-01-01 00:00:00,Breakdown,School-Age
2021-2022,1670060,Special Ed AM Run,1431,Q181,Other,25460,2021-10-13 07:24:00,2021-10-13 07:26:00,Queens,FIRST STEPS TRANS INC. (B2192),16-30 Min,2,No,No,No,2021-10-13 07:26:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1670187,Pre-K/EI,1713,MN3,Heavy Traffic,C041,2021-10-13 07:57:00,2021-10-13 08:01:00,Bronx,"DON THOMAS BUSES, INC.",46-60 Min,11,Yes,Yes,Yes,2021-10-13 08:01:00,,1900-01-01 00:00:00,Running Late,Pre-K
2021-2022,1670314,Special Ed PM Run,2203,N063,Heavy Traffic,"03004,03005,03658",2021-10-13 13:52:00,2021-10-13 13:53:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2021-10-13 13:53:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1670442,Special Ed AM Run,2003,N486,Heavy Traffic,"02002,02131,02308",2021-10-14 06:37:00,2021-10-14 06:39:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-10-14 06:39:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1670568,Special Ed AM Run,19709,K390,Heavy Traffic,"20008,20012,20410",2021-10-14 07:13:00,2021-10-14 07:24:00,Brooklyn,"BORO TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2021-10-14 07:24:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1670693,Special Ed AM Run,MW273,W711,Heavy Traffic,75327,2021-10-14 08:13:00,2021-10-14 08:14:00,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),46-60 Min,9,No,No,No,2021-10-14 08:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1670823,Special Ed PM Run,1497,N614,Heavy Traffic,"01400,01450",2021-10-14 14:22:00,2021-10-14 14:22:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-10-14 14:22:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1670951,Special Ed AM Run,1910,K448,Heavy Traffic,"13282,13369,13414,13469,13555,13915",2021-10-15 06:55:00,2021-10-15 06:56:00,Brooklyn,EMPIRE CHARTER SERVICE INC,16-30 Min,3,No,No,No,2021-10-15 06:56:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1671077,Special Ed AM Run,1347,N153,Heavy Traffic,"04016,04839",2021-10-15 07:33:00,2021-10-15 07:34:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2021-10-15 07:34:00,,2021-10-15 07:56:35,Running Late,School-Age
2021-2022,1671204,Special Ed AM Run,126,K810,Mechanical Problem,"23323,23396,23401,23471",2021-10-15 06:30:00,2021-10-15 08:19:00,Brooklyn,Y & M TRANSIT CORP (B2192),,0,Yes,Yes,No,2021-10-15 08:19:00,,1900-01-01 00:00:00,Breakdown,School-Age
2021-2022,1671332,General Ed AM Run,1148,R9315,Heavy Traffic,"31045,31061,31739",2021-10-15 14:59:00,2021-10-15 15:00:00,Staten Island,PIONEER TRANSPORTATION CORP,46-60 Min,0,Yes,No,No,2021-10-15 15:00:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1671459,Special Ed AM Run,41404,K003,Heavy Traffic,"13369,13469,13555,13688,13915",2021-10-18 06:50:00,2021-10-18 06:50:00,Brooklyn,EMPIRE CHARTER SERVICE INC,16-30 Min,1,No,No,No,2021-10-18 06:50:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1671586,Special Ed AM Run,61601,K087,Heavy Traffic,"19002,19036",2021-10-18 07:25:00,2021-10-18 07:26:00,Brooklyn,EMPIRE STATE BUS CORP.,16-30 Min,4,No,No,No,2021-10-18 07:26:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1671712,Special Ed AM Run,1347,M156,Heavy Traffic,"02310,02414",2021-10-18 08:13:00,2021-10-18 08:15:00,Manhattan,FIRST STEPS TRANS INC. (B2192),16-30 Min,1,No,Yes,No,2021-10-18 08:15:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1671839,General Ed AM Run,481,R9256,Problem Run,"31065,31072",2021-10-18 14:48:00,2021-10-18 14:49:00,Staten Island,PIONEER TRANSPORTATION CORP,46-60 Min,0,Yes,No,No,2021-10-18 14:49:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1671966,Special Ed AM Run,22002,M968,Heavy Traffic,02698,2021-10-19 06:53:00,2021-10-19 06:54:00,Manhattan,PRIDE TRANSPORTATION (SCH AGE),31-45 Min,0,Yes,Yes,Yes,2021-10-19 06:54:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1672094,Special Ed AM Run,1431,Q181,Other,25460,2021-10-19 07:27:00,2021-10-19 07:28:00,Queens,FIRST STEPS TRANS INC. (B2192),0-15 Min,2,Yes,Yes,No,2021-10-19 07:28:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1672221,Pre-K/EI,337,0003,Heavy Traffic,C530,2021-10-19 08:19:00,2021-10-19 08:22:00,Bronx,"G.V.C., LTD.",16-30 Min,8,Yes,Yes,Yes,2021-10-19 08:22:00,,1900-01-01 00:00:00,Running Late,Pre-K
2021-2022,1672346,Special Ed AM Run,GT1438,Y147,Delayed by School,"09021,09062,09311,09415",2021-10-19 14:40:00,2021-10-19 14:48:00,Bronx,"DON THOMAS BUSES, INC. (B2321)",0-15 Min,4,Yes,Yes,No,2021-10-19 14:48:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1672473,Special Ed AM Run,2031,N285,Problem Run,"03075,03163,03853,03858",2021-10-20 06:31:00,2021-10-20 06:44:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-10-20 06:44:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1672601,Special Ed AM Run,61801,K081,Heavy Traffic,"18066,18233,18433,18588",2021-10-20 07:20:00,2021-10-20 07:20:00,Brooklyn,EMPIRE STATE BUS CORP.,16-30 Min,4,No,No,No,2021-10-20 07:20:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1672728,General Ed AM Run,1121,R1041,Heavy Traffic,"31007,31034,31056",2021-10-20 07:30:00,2021-10-20 08:01:00,Staten Island,PIONEER TRANSPORTATION CORP,16-30 Min,0,No,No,No,2021-10-20 08:01:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1672855,Special Ed PM Run,2203,N063,Problem Run,"03004,03005,03658",2021-10-20 14:00:00,2021-10-20 14:01:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2021-10-20 14:01:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1672981,General Ed AM Run,607,X2001,Heavy Traffic,07818,2021-10-21 06:20:00,2021-10-21 06:35:00,Bronx,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,2021-10-21 06:35:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1673107,Special Ed AM Run,21107,K017,Other,"14023,14257,14318,14435",2021-10-21 07:00:00,2021-10-21 07:00:00,Brooklyn,ALLIED TRANSIT CORP.,16-30 Min,4,No,No,No,2021-10-21 07:00:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1673234,Special Ed AM Run,2039,R433,Heavy Traffic,31086,2021-10-21 07:39:00,2021-10-21 07:40:00,Staten Island,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,No,No,No,2021-10-21 07:40:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1673360,Special Ed PM Run,1638,N013,Heavy Traffic,"02504,02605,02744",2021-10-21 13:14:00,2021-10-21 13:14:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-10-21 13:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1673487,Special Ed PM Run,16425,K110,Delayed by School,"20164,20470,20485,20609",2021-10-21 15:06:00,2021-10-21 15:08:00,Brooklyn,"BORO TRANSIT, INC.",16-30 Min,0,Yes,Yes,Yes,2021-10-21 15:08:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1673614,Special Ed AM Run,5568,Q099,Heavy Traffic,"26041,26417,26446,26503,26708",2021-10-22 06:48:00,2021-10-22 06:50:00,Queens,"RELIANT TRANSPORTATION, INC (B2321)",16-30 Min,0,Yes,No,No,2021-10-22 06:50:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1673741,Special Ed AM Run,50,K774,Heavy Traffic,"21281,21473,21690,21711",2021-10-22 07:24:00,2021-10-22 07:26:00,Brooklyn,CAREFUL BUS,16-30 Min,7,Yes,Yes,No,2021-10-22 07:26:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1673869,Special Ed AM Run,C53,M605,Heavy Traffic,"05008,05194",2021-10-22 08:39:00,2021-10-22 08:51:00,Manhattan,PRIDE TRANSPORTATION (SCH AGE),46-60 Min,2,No,No,No,2021-10-22 08:51:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1673996,Special Ed PM Run,20058,N719,Heavy Traffic,75907,2021-10-22 15:09:00,2021-10-22 15:21:00,Nassau County,L & M BUS CORP (A),46-60 Min,0,No,No,No,2021-10-22 15:21:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1674122,Special Ed AM Run,22016,M149,Heavy Traffic,"02135,02551,02584,02652",2021-10-25 06:42:00,2021-10-25 06:43:00,Manhattan,L & M BUS CORP (A),31-45 Min,2,Yes,Yes,No,2021-10-25 06:43:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1674249,Special Ed AM Run,56104,M791,Heavy Traffic,"04112,04206,04877",2021-10-25 07:00:00,2021-10-25 07:06:00,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,0,Yes,Yes,No,2021-10-25 07:06:00,,2021-10-25 07:06:59,Running Late,School-Age
2021-2022,1674375,Special Ed AM Run,1101,X003,Other,"07475,07492",2021-10-25 06:25:00,2021-10-25 07:34:00,Bronx,"LORINDA ENTERPRISES, LTD.",,0,Yes,Yes,No,2021-10-25 07:34:00,,1900-01-01 00:00:00,Breakdown,School-Age
2021-2022,1674501,Special Ed AM Run,88072,M162,Heavy Traffic,04010,2021-10-25 07:46:00,2021-10-25 07:57:00,Manhattan,"BORO TRANSIT, INC.",46-60 Min,0,Yes,Yes,No,2021-10-25 07:57:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1674628,Special Ed AM Run,129988,K106,Heavy Traffic,"17354,17357,17688,17812,17858",2021-10-25 07:30:00,2021-10-25 09:30:00,Brooklyn,PRIDE TRANSPORTATION (SCH AGE),61-90 Min,5,Yes,Yes,No,2021-10-25 09:30:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1674754,General Ed PM Run,27862,K9082,Heavy Traffic,23414,2021-10-25 15:00:00,2021-10-25 15:10:00,Brooklyn,"BORO TRANSIT, INC.",0-15 Min,0,Yes,No,No,2021-10-25 15:10:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1674881,Special Ed AM Run,1805,L136,Other,"22611,22630,22738,22739",2021-10-26 06:36:00,2021-10-26 06:42:00,Brooklyn,HOYT TRANSPORTATION CORP.,,0,Yes,Yes,No,2021-10-26 06:42:00,,1900-01-01 00:00:00,Breakdown,School-Age
2021-2022,1675008,Special Ed AM Run,1416,N314,Problem Run,04108,2021-10-26 07:00:00,2021-10-26 07:01:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2021-10-26 07:01:00,,2021-10-26 07:52:52,Running Late,School-Age
2021-2022,1675135,Special Ed AM Run,22016,M149,Weather Conditions,"02135,02551,02584,02652",2021-10-26 07:19:00,2021-10-26 07:21:00,Manhattan,L & M BUS CORP (A),31-45 Min,2,No,No,No,2021-10-26 07:21:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1675261,Special Ed AM Run,12004,M924,Heavy Traffic,"02003,02063,02297,02721",2021-10-26 07:42:00,2021-10-26 07:55:00,Manhattan,PRIDE TRANSPORTATION (SCH AGE),46-60 Min,3,No,No,No,2021-10-26 07:55:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1675388,Special Ed PM Run,1358,N023,Problem Run,02169,2021-10-26 13:12:00,2021-10-26 13:13:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2021-10-26 13:13:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1675516,Special Ed AM Run,1629,N574,Problem Run,06192,2021-10-27 06:23:00,2021-10-27 06:25:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,No,No,No,2021-10-27 06:25:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1675643,Special Ed AM Run,1801,L699,Heavy Traffic,"13369,13469,13555",2021-10-27 06:51:00,2021-10-27 06:51:00,Brooklyn,EMPIRE CHARTER SERVICE INC,16-30 Min,2,No,No,No,2021-10-27 06:51:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1675771,General Ed AM Run,1132,Q2633,Heavy Traffic,26706,2021-10-27 07:10:00,2021-10-27 07:22:00,Queens,QUALITY TRANSPORTATION CORP.,31-45 Min,0,No,No,No,2021-10-27 07:22:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1675898,Special Ed AM Run,MW90,W702,Heavy Traffic,75026,2021-10-27 08:25:00,2021-10-27 08:28:00,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),61-90 Min,3,No,No,No,2021-10-27 08:28:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1676025,Special Ed PM Run,4585,L707,Mechanical Problem,"17191,17531,17532,17862",2021-10-27 14:59:00,2021-10-27 15:01:00,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",,5,Yes,Yes,Yes,2021-10-27 15:01:00,,1900-01-01 00:00:00,Breakdown,School-Age
2021-2022,1676152,Special Ed AM Run,1386,N084,Problem Run,02930,2021-10-28 06:39:00,2021-10-28 06:40:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-10-28 06:40:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1676279,Special Ed AM Run,24624,X160,Heavy Traffic,"10306,10331,10396,10444",2021-10-28 07:16:00,2021-10-28 07:19:00,Bronx,VAN TRANS LLC (B2192),16-30 Min,7,Yes,Yes,Yes,2021-10-28 07:19:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1676406,Special Ed AM Run,3125,M300,Heavy Traffic,02566,2021-10-28 08:03:00,2021-10-28 08:05:00,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",46-60 Min,0,No,No,No,2021-10-28 08:05:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1676859,Pre-K/EI,335,6,Heavy Traffic,C814,2021-10-29 07:22:00,2021-10-29 07:23:00,Bronx,"G.V.C., LTD.",16-30 Min,3,Yes,Yes,Yes,2021-10-29 07:23:00,,1900-01-01 00:00:00,Running Late,Pre-K
2021-2022,1676658,Special Ed AM Run,1437,N110,Problem Run,"03710,03712",2021-10-29 06:31:00,2021-10-29 06:31:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-10-29 06:31:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1676783,Special Ed AM Run,12502,K105,Heavy Traffic,"14452,17289,17354,17357,17688,17812,17858",2021-10-29 07:00:00,2021-10-29 07:09:00,Brooklyn,PRIDE TRANSPORTATION (SCH AGE),61-90 Min,3,Yes,Yes,No,2021-10-29 07:09:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1676911,Special Ed AM Run,97,N341,Problem Run,"03008,03417",2021-10-29 07:36:00,2021-10-29 07:37:00,Nassau County,CAREFUL BUS,16-30 Min,5,Yes,Yes,No,2021-10-29 07:37:00,,2021-10-29 07:44:16,Running Late,School-Age
2021-2022,1677040,Special Ed PM Run,2036,N093,Problem Run,"05079,05440",2021-10-29 12:57:00,2021-10-29 12:58:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2021-10-29 12:58:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1677168,Pre-K/EI,1100,BX-08,Heavy Traffic,S236,2021-10-29 14:25:00,2021-10-29 14:50:00,Bronx,PHILLIPS BUS SERVICE,0-15 Min,0,Yes,Yes,Yes,2021-10-29 14:50:00,,1900-01-01 00:00:00,Running Late,Pre-K
2021-2022,1677294,Special Ed AM Run,VA0009,Q880,Other,"25154,25201,25252,25405",2021-11-01 06:20:00,2021-11-01 06:41:00,Queens,ALLIED TRANSIT CORP.,46-60 Min,0,Yes,Yes,No,2021-11-01 06:41:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1677421,General Ed AM Run,288,X2107,Mechanical Problem,09017,2021-11-01 07:00:00,2021-11-01 07:11:00,Bronx,BOBBY`S BUS CO. INC.,,0,Yes,Yes,No,2021-11-01 07:11:00,,1900-01-01 00:00:00,Breakdown,School-Age
2021-2022,1677551,Special Ed AM Run,1817,N394,Problem Run,"01004,02611",2021-11-01 08:07:00,2021-11-01 08:08:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,3,No,No,No,2021-11-01 08:08:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1677678,Special Ed PM Run,1222,N097,Problem Run,04657,2021-11-01 13:45:00,2021-11-01 13:45:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),61-90 Min,1,Yes,Yes,No,2021-11-01 13:45:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1677805,Special Ed AM Run,648,M947,Heavy Traffic,"04112,04657",2021-11-02 07:08:00,2021-11-02 07:09:00,Manhattan,PRIDE TRANSPORTATION (SCH AGE),31-45 Min,0,No,No,No,2021-11-02 07:09:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1677962,Special Ed AM Run,24661,X023,Heavy Traffic,"07025,07480",2021-11-03 06:32:00,2021-11-03 06:35:00,Bronx,VAN TRANS LLC (B2192),0-15 Min,0,Yes,Yes,Yes,2021-11-03 06:35:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1678062,Special Ed AM Run,41001,K248,Heavy Traffic,"13093,13669",2021-11-03 07:00:00,2021-11-03 07:01:00,Brooklyn,EMPIRE CHARTER SERVICE INC,16-30 Min,4,No,No,No,2021-11-03 07:01:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1678190,Special Ed AM Run,5584,Q119,Heavy Traffic,"30289,30300,30523",2021-11-03 07:40:00,2021-11-03 07:41:00,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,9,Yes,Yes,Yes,2021-11-03 07:41:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1678317,Special Ed PM Run,1476,N257,Problem Run,"01539,01616,01854",2021-11-03 13:07:00,2021-11-03 13:08:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2021-11-03 13:08:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1678443,Special Ed PM Run,5628,Q165,Delayed by School,"24125,24199,24343",2021-11-03 14:28:00,2021-11-03 14:30:00,Queens,"RELIANT TRANSPORTATION, INC (B2321)",46-60 Min,3,Yes,Yes,Yes,2021-11-03 14:30:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1678571,Special Ed AM Run,1642,N280,Problem Run,"03279,03618",2021-11-04 06:47:00,2021-11-04 06:48:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-11-04 06:48:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1678698,Special Ed AM Run,19693,K390,Problem Run,"20008,20012,20410",2021-11-04 07:03:00,2021-11-04 07:14:00,Brooklyn,"BORO TRANSIT, INC.",46-60 Min,0,Yes,Yes,No,2021-11-04 07:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1678825,Pre-K/EI,52148,B1106A,Other,C598,2021-11-04 08:12:00,2021-11-04 08:21:00,Brooklyn,L & M BUS CORP.,16-30 Min,9,No,No,No,2021-11-04 08:21:00,,2021-11-04 09:21:36,Running Late,Pre-K
2021-2022,1678951,Special Ed PM Run,74621,X353,Other,12084,2021-11-04 15:11:00,2021-11-04 15:14:00,Bronx,VAN TRANS LLC (B2192),31-45 Min,12,Yes,Yes,No,2021-11-04 15:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1679078,Special Ed AM Run,5623,Q158,Heavy Traffic,"28182,28458,28488,28662",2021-11-05 06:48:00,2021-11-05 06:49:00,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,Yes,Yes,Yes,2021-11-05 06:49:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1679205,Special Ed AM Run,61804,K070,Heavy Traffic,"13009,13141,13537",2021-11-05 07:25:00,2021-11-05 07:29:00,Brooklyn,EMPIRE STATE BUS CORP.,16-30 Min,6,No,No,No,2021-11-05 07:29:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1679332,Special Ed PM Run,1316,N343,Problem Run,"03008,03417",2021-11-05 13:13:00,2021-11-05 13:14:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2021-11-05 13:14:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1679458,Special Ed AM Run,3496,N620,Mechanical Problem,"02911,02983",2021-11-08 05:27:00,2021-11-08 05:28:00,Nassau County,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,0,No,No,No,2021-11-08 05:28:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1679585,Special Ed AM Run,1386,N084,Problem Run,02930,2021-11-08 06:48:00,2021-11-08 06:49:00,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,1,Yes,Yes,No,2021-11-08 06:49:00,,1900-01-01 00:00:00,Running Late,School-Age
2021-2022,1679712,Special Ed AM Run,24624,X160,Other,"10306,10331,10444",2021-11-08 07:22:00,2021-11-08 07:23:00,Bronx,VAN TRANS LLC (B2192),0-15 Min,8,Yes,Yes,Yes,2021-11-08 07:23:00,,1900-01-01 00:00:00,Running Late,School-Age
